Klinikname,Gesamtzufriedenheit,Erfahrungsbericht
MediClin Seepark Klinik,2,"Ich kam im Oktober 2018 an einem psychischen Tiefpunkt in der Klinik an und wurde auf der Akutstation aufgenommen.  Die Unterbringung in einem beengten Doppelzimmer mit Anfang 40 fand ich zwar sehr einschränkend, jedoch konnte ich damit in der Hoffnung auf Hilfe arrangieren. Ich hatte zu diesem Zeitpunkt sehr düstere Gedanken, die ich eigentlich für mich behalten wollte, doch ich fasste schnell Vertrauen und öffnete mich den Therapeuten. Leider wurde dies zu meinem Nachteil ausgelegt. Ich wurde nach einer Krise, mit der ich ebenfalls offen umging, gebeten die Klinik zu verlassen, allerdings ohne mir Alternativen aufzuweisen. Das Risiko war dem behandelnden Personal zu hoch. Ich fühlte mich ziemlich im Stich gelassen und kann bis heute nicht nachvollziehen, wie man jemanden an einem solchen Tiefpunkt einfach ohne Alternativangebot entlassen kann. Die Ernährungsberatung war grandios, das Konzept der Klinik fand ich auch sehr ansprechend und habe mich darauf eingelassen, und zu meiner Bezugstherapeutin fasste ich ebenfalls schnell vertrauen. Wie gesagt – ich war bereit, doch man gab mich auf. Auch der erneuten Aufnahme ein paar Monate später wurde durch die leitende OÄin nicht zugestimmt. Ich sollte doch bitte ein Jahr warten bis es mir besser ginge und mich dann noch einmal melden. Ich musste dann eine andere Alternative finden, was ca. 1/2 Jahr in Anspruch nahm und mir nochmals jede Menge Kraft abverlangte. Inzwischen geht es mir zum Glück besser, doch das ist mit Sicherheit nicht der Verdienst der MediClin Seeparkklinik. Ich denke bis heute, dass ich von der Behandlung hätte profitieren können, doch dank der zuständigen leitenden Ärzte konnte ich das nicht herausfinden."
MediClin Seepark Klinik,6,"Nach einem siebenwöchigen Aufenthalt in der Seepark Klinik kann ich persönlich nur Gutes berichten.   (Anmerkung: Ich war zu Coronazeiten dort. Von daher waren die ""Freigänge"" auf das Klinikgelände, dem anliegenden Seepark, der Minigolfanlage, dem Gang zur Bank und zum Friseur begrenzt. Ausflüge in das Umland waren daher nicht möglich. Die Fahrstühle waren zu dieser Zeit nur mit Schutzmaske zu betreten. Besuche durfen nicht empfangen werden.)  Im Klinikbereich sind sämtliche Mitarbeiter, von der Zentrale, über das Küchenpersonal, den Therapeuten und Ärzten, den Damen von der Reinigung und den Schwestern um unser aller Wohl sehr bemüht. Die Zimmer sind sauber und für den Zeitraum des Aufenthalt groß genug. Für Eltern-Kind-Maßnahmen gibt es Zimmer mit zwei Betten.  Im Speisesaal git es zum Frühstück und zum Abend wechselnde Aufschnittsorten, Brot und Brötchen, zum Mittag drei Speisen, davon eine Vegetarisch (die mir als Fleischesser sehr gut geschmeckt haben.)  Hinweis: Bedingt durch Corona wird das Essen durch das Personal einzeln an die Patienten ausgegeben. Ansonsten gibt es eine Buffetbar, in der das Essen frei zugänglich wäre.  Der Fitnessbereich und das Bewegungsbad sind in einem sehr guten Zustand, die Fitnessgeräte sind recht gut, das Betreuerteam steht jeder Zeit mit Rat und Tat zur Seite. Ich habe mich dort wohlgefühlt und war dort gut aufgehoben.  Das Klinikfreigelände ist mit Liegen und Sitzbänken zum Verweilen zwischen den Therapien und in der Freizeit gut ausgestattet.  Anmerkung: Das hat die Klinik nicht zu verantworten!! Das sind einzig und allein die Telekommunikationsanbieter. Die Netzabdeckung für Internetnutzung per Handy und Tablett ist schlecht. Music oder Youtube flüssig zu streamen macht auf Dauer keinen Spass. Tip: Music und Videos auf die Geräte vor der Anreise kopieren.  Im Klinikgebäude gibt es lediglich im Bereich des Empfang und der Cafeteria einen WLAN-Point, den man gegen Bezahlung nutzen kann. Auf den Zimmern gibt es keinerlei WLAN."
MediClin Seepark Klinik,4,"Hallo! Die Klinik ist hervorragend bei der Diagnostik und der Behandlung.  Das Personal und die Ärzte sind super nett  da ich in der Korona Zeit dort war, war die Auswahl des Essens nicht optimal aber durch die Vorschriften nicht anders möglich.  Weil das meine zweite Reha war habe ich vergleichen können und kann sie nur empfehlen  wer was zum meckern sucht wird immer was in jeder Klinik finden. Es kommt auf sich selbst an was man daraus macht. Vielen Dank noch mal an dieSeepark Klinik  P.H."
MediClin Seepark Klinik,6,"Hallo zusammen,   ich durfte Anfang des Jahres die tolle Klinik besuchen.   Anfangs war ich nervös und aufgeregt, aber man wird als Patient so toll aufgenommen.    Ich war zum ersten Mal im Seepark Bad Bodenteich, 11 Wochen, Mitten in der Coronazeit von April bis Juni 2020. Die Klinik ging mit der Coronabedrohung sehr professionell um und schützte uns Patienten sehr gut.  Auch fanden fast alle Therapien statt. Dafür einen großen Dank, denn das war nicht selbstverständlich.   Besonders hilfreich waren die Einzeltherapien mit Frau Hermanns, so eine Empatische und herzliche Frau, die gleichzeitig die nähe zum Patienten hat, ihn Versteht und zuhören kann, bei Ihr fühlt man sich sehr gut aufgehoben und Aufgrund dessen konnte man frei und offen über seine Problematik sprechen.  Die Gestaltungstherapie mit Frau Linsler sich künstlerisch in allen erdenklichen Richtungen zu entfalten haben auch Ihren Anteil gehabt auf dem Weg zur Genesung.   Sie alle haben einen großen Anteil daran, dass es mir besser geht. Die abendlichen Runden, das Schwimmen, Saunieren und die Freizeitangebote bleiben unvergessen.   Ich würde die Seepark Klinik jedem psychosomatisch/Adipositas Erkrankten immer weiterempfehlen.  Die Therapeuten sind sehr empathisch und herzlich. Natürlich gibt es auch hier kleine Kritikpunkte, aber insgesamt wäre das ""Meckern auf höchstem Niveau"", aber bitte tut dem Team der Küchen Belegschaft und den Patienten ein gefallen und führt das Büffet wieder ein.   Ich für meinen Teil kann festhalten, dass sich die psychosomatischen und Esstörungen während dem Aufenthalt verbessert habe, bin sonst morgens immer mit Rückenschmerzen aufgestanden und konnte meine Schuhe nicht mehr normal zubinden, nach den ganzen Wochen und Therapien und Einzel (Danke Frau Schulze und Walther) stehe ich morgens ohne schmerzen mehr auf und kann nach so langer Zeit mir die Schuhe wieder zubinden, ein tolles Ergebnis und ich bin sehr zufrieden. Die Seepark Klinik bleibt für mich immer ein ""sicherer Ort"". - Danke für alles!"
MediClin Seepark Klinik,4,"Ich war von Januar bis April 2016 in der Mediclin Seepark Klinik aufgrund meiner Magersucht. Mir hat die Klinik sehr geholfen und mich gerettet. Wäre ich nicht nach Bad Bodenteich gekommen, wüsste ich nicht, ob ich heute noch da wäre... Ich war grade mal 13 Jahre alt,als ich da war. Gut gefallen hat mir die Hilfe der Diätassistenten beim Essen und zunächst auch das betreute Essen. Das Essen war sehr lecker,auch wenn es mir schwer fiel täglich einen Sahnejoghurt zu essen :)  Ein bisschen schwierig fand ich die ständigen Therapeutenwechsel. Ich hatte in 12 Wochen Aufenthalt vier verschiedene Therapeuten, sodass ich mich nie richtig öffnen konnte. Ich konnte daher nur zunächst ""aufgepäppelt"" werden und abgelenkt werden durch gute Angebote,wie die Kunsttherapie etc. Jedoch konnte ich nicht richtig an meiner Essstörung arbeiten aufgrund der ständigen Therapeutenwechsel. Insgesamt jedoch hat mir der Aufenthalt geholfen!"
MediClin Seepark Klinik,4,"Ich bin aufgrund von Borderline und Depersonalisation 5 Wochen zur Reha in Bad Bodenteich gewesen. Die Gruppentherapien, ebenso wie die Entspannungsverfahren, haben mir viel gebracht.  Was ich zu bemängeln habe ist, dass die Einzeltherapie nur 1x in der Woche stattfindet (30 min.) Auch die Gruppentherapie empfand ich weniger hilfreich, da der größte Teil der Gruppe von Depressionen betroffen war und ich somit keinen Bezug zu den Gesprächen hatte. Ein besonderes Dankeschön gilt meinem Bezugstherapeut Herr K. und meiner zuständigen Ärztin Frau S. Beide haben mir sehr weitergeholfen und waren immer mit gutem Rat an meiner Seite. Aufgrund von Corona konnte man den Aufenthalt leider nicht in seinen vollen Zügen absolvieren. Dennoch hat das komplette Personal versucht den Klinikaufenthalt so ""normal"" wie möglich zu gestalten."
MediClin Seepark Klinik,0,"Leider wurde ich wegen meiner schweren Depression nicht kompetent behandelt. Ich musste meinen Tagesklinik Aufenthalt abbrechen um zur Reha zu fahren. Habe den Bericht der Tagesklinik den behandelnden Ärzten gegeben, der leider garnicht beachtet wurde. Da ich bemüht war alles was mir angeboten wurde, mitzumachen, wurde es mir hinterher ausgelegt das ich ja voll Fit bin und von Depression keine Rede mehr! Ich wurde zwar körperlich fit gemacht, jedoch ging ich nach 6 Wochen seelisch schlechter nach Hause als ich reingekommen bin! Auch hierzu wurde mir mit auf dem Weg gegeben das man die schlechten Ergebnisse der Psychlogiischen Teste nicht überbewerten sollte! Auch legte man mir nahe eine Untersuchung machen zu lassen bzgl. Schlafapnoe, weil ich ja immer müde und kaputt war! Ich war müde und kaputt weil die Maßnahmen sehr anstrengend für mich waren, was ich der Psychologin auch mehrfach erklärte! Mir wurde im Entlassungsbericht bescheinigt das ich in meinem ausgeübten Beruf weniger als 3 STD. arbeiten kann, jedoch im allgemeinen Arbeitsmarkt über 6 Std. arbeiten kann. Trotz der Depression, antriebsschwächer, ect. . Ich habe zudem eine Schwerbehinderung von GDB 50, wodurch ich weitere Einschränkungen habe! Aber wenn man von Personen beurteilt wird, die ich in 6 Wochen jeweils ca 30 min. kennengelernt habe, dann spricht das für sich! Einzig Ergotherapie Frau L. , Ernährungstherapie Frau S. sowie die Bewegungstherapeuten haben mir gut getan! Psychotherapiegruppe verdiente den Namen nicht, einige wussten mit Depression nichts anzufangen, weil die keinen Bezug dazu hatten! Was machen solche Personen in so einer Gruppe? Mehr kann ich nicht mehr schreiben!"
MediClin Seepark Klinik,6,"Ich war von Anfang März bis April 2020 5 Wochen in der Seepark Klinik in Bad Bodenteich zur med. Reha. Vom ersten Tag an habe ich mich sehr wohlgefühlt und kann nur Positives berichten. Das Zimmer reicht völlig aus, es ist alles vorhanden was man so braucht. Das Essen schmeckt sehr gut, ist vielfältig und für jeden ist etwas dabei. Die Mitarbeiter*innen, ob im Speisesaal,  der Küche oder in der Reinigung sind alle sehr freundlich, humorvoll und aufmerksam.  Der Tag ist strukturiert und der Therapieplan ist  gefüllt mit vielen verschiedenen Terminen und das ist auch gut so.  In den Anfängen der Corona Krise gab es natürlich auch in der Klinik und gerade im Alltag Veränderungen. Diese sind aber auch notwendig und schützen alle Mitarbeiter und Patienten. Um ein persönliches und positives Reha-Ziel zu erreichen, ist es ja wichtig neugierig zu sein und zu bleiben und sich einzulassen, auf alles was da kommt und angeboten wird. So nehme ich für mich eine Menge mit.   Bedanken möchte ich mich bei den fachkundigen, sehr freundlichen, engagiert und  motivierenden  Therapeuten im Sportbereich(es hat viel Spaß gemacht und ich walke immer noch jeden Morgen), im  Entspannungsbereich(So entspannend und wohltuend, toll) und dem Kreativ/ Ergobereich,(wunderbare Atmosphäre mit viel Spaß)ich habe viele Anregungen mit nach Hause genommen. Und besonders bedanken möchte ich mich für die guten,  anregenden und hilfreichen Gespräche mit dem psych. Dienst/ Bezugstherapeuten Herrn H."
MediClin Seepark Klinik,2,"Meine Tochter war auf der Kinder und Jugendstation auf Ebene 4. Insgesamt hat ihr der Klinikaufenthalt nicht viel gebracht. Das Pflegepersonal war laut ihr oft inkompetent und unfreundlich, genauso wie die Ärztin (was ich auch selber so empfunden habe). Es wurde oft nicht richtig auf sie eingegangen und ihre Probleme wurden nicht ernst genommen. Auf die Psyche wurde nicht viel acht genommen, sondern nur auf das Gewicht, worauf sie auch immer reduziert wurde. Die therapeutische Leitung kam auch oft komisch rüber, meine Tochter meinte, er wäre leicht gereizt und nachtragend. Der Tagesplan war auch ziemlich unübersichtlich. An manchen Tagen hatte sie gar keine Termine, während an anderen Tagen der Plan komplett voll war. Positiv an der Klinik waren manche Schwestern, die auch wirklich mal versucht haben zu helfen, ihre Diätassistentin, die sich immer viel Zeit für sie genommen hat und die Gruppentherapie.  Auch mit ihrer Therapeutin kam sie gut zurecht. Meine Tochter hat mich leider oft angerufen und gesagt, dass ich sie rausholen soll, weil ein Mitarbeiter/ eine Mitarbeiterin wieder etwas gesagt oder getan hat, was ihr überhaupt nicht gut getan, sondern sie eher fertig gemacht hat. Besonders von den Schwestern musste sie sich oft Vorwürfe, blöde Kommentare etc. anhören. Aus dem Grund geht es ihr jetzt sogar fast schlechter als vorher. Sie hat oft das Gefühl bekommen,sie könnte sich ""einfach mal zusammenreißen"" und ""es wäre ja gar nicht so schlimm"". Würde die Klinik nicht weiterempfehlen."
MediClin Seepark Klinik,2,"Die Schwestern die für die Kinder und Jugendstation auf Ebene 4 zuständig sind, kamen oft mit den Situationen nicht zurecht, sodass häufig triggernde und belastende Kommentare gesagt wurden. Es ging einfach nur um das Gewicht und kein bisschen um die Psyche. Man wurde oft beschuldigt für sein Verhalten was mit der Krankheit zu tun hat. Meine Probleme wurden nicht ernst genommen und mir wurde vorgeworfen dass ich Aufmerksamkeit will, obwohl es das komplette Gegenteil war. Der Tagesablauf war sehr durcheinander und es gab Tage an denen man gar keine Termine hatte, dafür am Tag darauf aber umso mehr, also Termin hinter Termin. Außerdem fielen Termine des Öfteren aus ohne dass man Bescheid bekommen hatte. Wenn es einem extrem schlecht ging wurde einem nicht geholfen sondern man wurde dafür fertig gemacht. Oft wurde die Schweigepflicht auch gebrochen. Mir wurde z.b oft gesagt, dass ich vertrauen muss, obwohl ich damit sowieso schon große Probleme habe. Wenn ich dann mal was erzählt habe und mir gesagt wurde dass es nicht weitererzählt wird und auch nicht innerhalb des Teams wurde dieses Versprechen leider sehr oft gebrochen. Außerdem finde ich es sehr schade, dass die Klinik nicht sehr flexibel ist, man hat das Gefühl sie erwarten, dass man mit „nur“ einer Essstörung dort kommen, was natürlich sehr selten der Fall ist. Ich habe noch sehr viele andere Diagnosen, womit dass Personal überhaupt nicht zurecht kam. Ich verlange natürlich auch nicht, dass man alles direkt behandelt, aber dass man es zumindest akzeptiert und einen nicht dafür beschuldigt und einem auch nicht das Gefühl gibt, schuldig oder verurteilt zu sein.  Das Essen war auf jeden Fall aber besser als in einem normalen Krankenhaus.  Ich würde die Klinik nicht unbedingt weiterempfehlen, da ich selber auch schon öfters dort war und es mir noch schlechter geht als am Anfang."
MediClin Seepark Klinik,6,"Ich was insgesamt 10 Wochen auf der Akut Station und im Anschluss noch 8 Wochen in der Tagesklinik. Ich kann wirklich sagen, dass 90% des Personals wirklich motiviert und super ausgebildet ist. Ich hatte zwei verschiedene Therapeutinnen und beide haben mir unglaublich viel mit auf den Weg gegeben. Das Konzept ist anfangs relativ streng und man wird viel überwacht, was das Essen angeht. Mit der Zeit gibt es dann einige Lockerungen. Man muss allerdings mitmachen und sich drauf einlassen (wie eigentlich überall). Es gibt viele verschiedene Therapieangebote wie Kunst,Tanzen und Bewegungstherapie. Auch diese Therapeuten sind stets bemüht einem den Aufenthalt so angenehm wie möglich zu gestalten. Auch aus diesen Therapien konnte ich einiges für mich mitnehmen. Die Schwestern waren stets hilfsbereit und freundlich und hatten immer ein offenes Ohr. Zu den Ärzten kann ich nicht viel sagen, ich hatte eher wenig Kontakt, aber wenn ich mal was brauchte, dann wurde es möglich gemacht.  Das Essen im Speisesaal war immer gut, es gibt reichlich Auswahl und es ist für jeden was dabei.( Besonders das Porridge zum Frühstück ist seeeeehr empfehlenswert)  Die Ernährungstherapeuten haben immer sehr viel zutun, aber auch hier habe ich mich (fast) immer kompetent beraten gefühlt. Mit einer Essstörung ist es nicht immer leicht, sich auf alles einzulassen. Wenn man allerdings einmal Vertrauen gefasst hat, geht es dann doch.   Generell kann man sagen, dass der Umgang unter den Patienten auf der gesamten (Akut)Station seeeehr respektvoll und höflich war. Völlig egal welche Essstörung,welches Gewicht etc.  Abschließend kann ich einfach nur sagen, dass ein riesengroßer Unterschied zwischen meinem Zustand bei Anreise und meinem Zustand jetzt ( zwei Wochen nach Abreise) besteht. Die Klinik hat mein Leben wirklich zum positiven Verändert und ich bin sehr dankbar, für die Zeit die ich dort verbringen durfte."
MediClin Seepark Klinik,6,"Nach einem Burnout reiste ich mutlos und ohne Perspektive an. Sieben Wochen durfte ich in dieser Klinik verbringen. In allen Bereichen fand ich engagierte, kompetente und stets freundliche MitarbeiterInnen vor. Die Therapieangebote sind sehr umfangreich. Auch für den Freizeitbereich besteht die Möglichkeit aus einem meist wöchentlichen Programm zu wählen. Sehr genossen habe ich das Angebot im Schwimmbad. Die Therapeuten verstanden es, zwanglos zu motivieren. Das Essen ist sehr gut und abwechslungsreich. Voller Elan und neun kg leichter fuhr ich nach Hause. Danke für die Zeit."
MediClin Seepark Klinik,6,Engagierte Mitarbeiter in allen Bereichen. Stets freundliche Ansprechpartner für alle Fragen bzw. Weiterleitung an die/den Zuständige/n. Durchdachter Empfang und gute Organisation. Schönes Haus in sehr guter Lage am Teich mit Park. Sehr gute Angebote im Haus und außerhalb. Moderne Fitnessgeräte und ein angenehm großes Schwimmbad. Das Essen ist sehr gut und abwechslungsreich und wird als Buffett präsentiert. Der Ort ist in ein paar Minuten zu Fuß zu erreichen und es gibt dort unter anderem vier Supermärkte. Es gibt im Ort die Möglichkeit Fahrräder von hoher Qualität auszuleihen.
MediClin Seepark Klinik,6,"Ich war jetzt 7 Wochen hier. Der Aufenthalt hat sich wirklich gelohnt, ich nehme so viel neues ""Handwerkszeug"" , Motivation und Eindrücke mit, dass ich voller Tatendrang wieder in mein Leben starten kann. Ich denke die eigene Einstellung kann den Unterschied machen, denn wenn man nicht nur grummelig und motzig hier herum läuft, ist die Zeit hier wirklich schön. Das Personal ist wirklich freundlich und hilfsbereit, man kann mit jedem reden und man bekommt nahezu jedes Problem gelöst.  Die Damen im Speisesaal flitzen immer mit einem Lächeln auf den Lippen um einen herum, so dass auch ja niemand hungrig aufstehen muss, danke dafür :) Die Trainer und Therapeuten im Sport und Physio Bereich sind wirklich spitze, motivieren einen immer und haben für alles ein offenes Ohr. ;) Man sollte immer offen für ""schwarzen"" Humor sein und auch keine Angst vor einem weiblichen General A haben :p Die Therapeutinnen Frau Li... ( Ergo ) , Frau Ja... ( Psycho ) und Frau Sc... (Ernährung) waren eine echt Bereicherung für mein Leben und haben mir soviel gegeben, ich kann mich gar nicht genug dafür bedanken.  Alles in allem ist durch Kommunikation hier sehr viel möglich, man muss nur Motivation und Willen mitbringen aber ich denke dass ist überall die Grundvoraussetzung. Der Gedanke dass es eben eine Klinik und kein 5 Sterne Wellness Tempel ist und ein wenig Realismus helfen dann auch beim einordnen, wobei hier auch echt viel Wellness möglich ist.  Vielen Dank nochmal für alles und ich kann die Klinik absolut empfehlen, die Lage ist auch wirklich bezaubernd."
MediClin Seepark Klinik,6,"Die 5 Wochen in der Klinik waren absolut zufriedenstellend für mich. Angebote wie psychologische Betreuung, Ernährungsberatung und Sport halfen mir bei der Genesung. Besonders loben möchte ich an dieser Stelle Frau Sch. A. Sie hat mir viele Tips für die Zukunft mitgegeben. Ich würde immer wieder diese Klinik wählen. Danke für den Aufenthalt !"
MediClin Seepark Klinik,4,Die Klinik ist für Essstörung sehr empfehlenswert. Es gibt aber gutes und schlechtes zu berichten.
MediClin Seepark Klinik,2,"Diese Klinik ist nur für Patienten mit Essstörungen geeignet. Ich gebe den meisten Bewertern hier Recht.Sowohl den posetiven als auch den Negativen Schreibern. Ich war jetzt für 4 Wochen dort. Mit Begleitkind. Bitte liebe Mütter die hier hin sollen,Versucht alles nicht in dieser Klinik zu landen.In dem Bereich möchte die Klinik was erreichen,womit diese aber total überfordert ist.Es fängt bei den Mahlzeiten an und hört bei der Organisation auf. Es gibt keine Ausreichenden Bereiche um Kinder zu beschäftigen.(Schulkinder besonders) Auf den Fluren ist toben verboten.Aber die Benutzung der Turnhalle und des Schwimmbades ist zu Zeiten, wo Kinder eigentlich zur Ruhe kommen sollten und Schlafenzeit ist.Z.B.Dienstags Schwimmbad mit Kinder 20-21 Uhr.Auch die neue Essenszeit geht in die Turnhallenbenutzung Dienstags 18-19Uhr. Abendbrot 17:30-18:10. Freundliches Personal ist überall,aber das ist in einer Reha ja nicht alles.Ein PKW ist hier ein muss.Uelzen ist die nächste Stadt und 17km entfernt.Wer Psychisch labil ist und Probeleme mit extrem essgestörten Jugendlichen hat,sollte auch versuchen,wo anders unter zukommen.Auch das ist eine Herausforderung,Jugendliche mit Haut und Knochen zu sehen.Über die Dispo kann ich nur den Kopf schütteln,deren Aussage:Der PC macht die Termine!!!z.B. vom Schwimmbad direkt in den Vortragsraum.Auch die Gruppeneinteilungen machen keinen Sinn,wenn man als Mutter bei Patienten ohne Kinder eingewiesen wird.Liebe Schmerzpatienten,Bitte nehmt eure Medis von zu Hause mit,auch damit wird hier gespart.Mir wurden Diclo 50 angeboten,obwohl ich schon stärkere Medis nehme.Mein Psychotherapeut war für mich in Ordnung und hat mir geholfen.Alles andere habe ich so hingenommen und bin froh wieder zu Hause zu sein.Diese Klinik kann ich nur Adipostas Patienten oder anders Essgestörten empfehlen,anscheinend auch Pflegebedürftige fühlen sich wohl. Alle anderen waren froh,wenn sie wieder fahren durften.Der Schwerpunkt der Klinik sollte Überdacht werden."
MediClin Seepark Klinik,6,"Anfang 2018 war ich, basierend auf meine Adipositas, BMI >90 kg/qm, immobil, perspekivlos und hochgradig depressiv. Kurz bevor ich dann am 20.03.2018 nach Bad Bodenteich kam verstarb am 10.03 mein Vater und ich war einer suizidalen Alternative näher als der Widergewinnung von positiven Zukunftsgedanken.  Mein erster Kontakt mit der Seeklinik war die Begrüßung durch Schwester B. und da war gleich ein Empfinden von Geborgenheit und Vertrauen. Den in meiner damaligen Situation nötigen Zuspruch und Support erhielt ich durch das gesamte Pflegeteam rund um Schwester B. In den anfänglichen Phasen der Trauer und Mutlosigkeit halfen mir die psychotherapeutischen Gespräche mit Frau D. und der jungen, empathischen Frau B. Die medizinische Betreuung durch Dr. B. und der stets hilfsbereiten Frau L. war vorbildlich. Sehr zielführend waren die physiotherapeutischen Behandlungen, besonders die immer wieder überraschenden Aktionen mit Hr Schw. Positiv zu erwähnen auch die ganzheitliche Schmerzbekämpfung durch Fußmassage. Von den vielen Angeboten der Ergotherapie muß ich die hervorragende Musiktherapie der Frau Schm., die mir sehr half, das innere Gleichgewicht zurück zu gewinnen, angeben.  Da ich 6Monnate in der Klinik war, konnnte ich feststellen, dass sich die schmackhaften Mittagsmenuvorschläge alle 6Wochen wiederholen, insgesamt für eine Klinik aber durchaus geschmackvoll und ausgewogen. Highlights waren im Frühling das Schnitzel mit Spargel und im Sommer das Grillen. Frühstück und Abendbrot lassen sich, unter Beratung der Ernährungsberater selbst zusammen stellen, schön dabei das 14tägliche Sonntagsei. Negativ das gebissfeindliche, harte Obst (Äpfel, Birnen...)Auch die anfängliche Hoffnung, dass das Obst noch nachreift, erwiess sich als haltlos. Aber man könnte ja den Reittieren in der Umgebung etwas Gutes tun.... Vom 20.03 bis zum 13.09 war ich in der Klinik und sowohl meine Mobilität wie auch meine Lebensgrundeinstellung konnten grundlegend verbessert werden.  Danke!"
MediClin Seepark Klinik,6,"Sehr gutes Konzept. Gruppentherapie, Einzeltherapie, Musiktherapie, Tanztherapie, diverse Entspannungstherapien. Dazu Fitnessraum, Krankengymnastik, Ergotherapie uvm. Dreierlei Menüs zu Mittag, Zimmer funktional eingerichtet, ansprechende Freizeitangebote. Direkt am See gelegen, lädt zu meditativen Spaziergängen ein. Ärzte und Therapeuten sehr zugewandt, Personal immer sehr hilfsbereit. Ich würde immer wieder dort hin fahren.  Einziges Manko: Begleitkinder sind zwar in Schule oder Betreuung, Eltern sollten sich aber im Klaren sein, dass die Bespaßung und Aufsicht bei ihnen und nicht bei der Klinik liegt. Am See gibt es einen großen Abenteuerspielplatz, die Klinik bietet freies Schwimmen nach dem Abendessen an und Sport und Spiel in der Turnhalle.  WLAN nur im Foyer gegen Bezahlung, TV gegen Gebühr."
MediClin Seepark Klinik,2,"Sollten sie nur eine Reha für Psychosomatik und Ruhe suchen, dann sind Sie hier falsch. Es ist eine Klinik für Esstörungen! Da ich auch Übergewicht habe, hat die Rentenkasse wahrscheinlich gedacht, stecken wir sie mal da rein. Ruhe? Wie denn, wenn dort Mütter Ihre Kinder als Begleitpersonen mitbringen. Ich finde, es ist auch für die Mütter keine Erholung. Und was macht es mit den Kindern?  Die Kinder bekommen dort das gleiche Essen, was auch die Patienten bekommen. Zum Essen müssen die Kinder von ihren Müttern abgeholt werden und essen gemeinsam im Speisesaal. Lärm vorprogrammiert. Ich weiß nicht, was für Krankheiten dort noch behandelt werden, aber es ist definitiv zu viel. Diese Klinik sollte sich nur auf Anorexie Patienten spezialisieren. Ich habe keine Essstörung, aber beim Essen wird man beobachtet, dass man auch nicht zu viel auf dem Teller hat. Ich hatte tolle Mitpatienten, somit waren die 5 Wochen erträglich. Auch die Dame für soziale Kompetenz und die Ergotherapeutin waren der Hit. Ein Glück, dass es solche Menschen dort gibt, sonst geht man dort kaputt. Wenn man kein Auto dabei hat, sieht es mit einkaufen schlecht aus. Schade, dass ich 5 Wochen in dieser Klinik verbringen musste. Es gibt bestimmt bessere. Ich war schon 2 x zur Reha für Psychosomatik. Es war 1000 x besser als dort. Überlegen Sie sich bitte, ob Sie wirklich in diese Klinik müssen. Wenn man Essstörungen hat, ist diese Klinik vielleicht nicht schlecht. Aber nur Psychosomatisch oder Burn out würde ich eine andere Klinik wählen."
MediClin Seepark Klinik,0,"Masse statt Klasse!  Leider verfehlt das Konzept der Klinik stark das Ziel.  Krankenkassenkliniken sind leider Massenkliniken und an den hohen Zulauf von Patienten gebunden.   Wenig Aufwand mit kostengünstiger Unterhaltung = Gewinn  Meine Psychotherapeutin kam frisch aus dem Studium sowie Mutterschutz und war eher für den Kinderbereich qualifiziert. Lange Erkrankungen bedürfen langjährig erfahrenen Psychotherapeuten, um positive Ziele erlangen zu können."
MediClin Seepark Klinik,6,"Ich fühlte mich in der Klinik sehr gut aufgehoben. Die Therapeuten und Ärzte sind sehr kompetent und einfühlsam, das gesamte Klinikpersonal war stets hilfsbereit und freundlich. Ich bin nach sechs Wochen deutlich stabiler wieder abgereist, als ich ankam.  Meine Psychotherapeutin hat mir in Einzel- und Gruppengesprächen unglaublich geholfen und mit mir Wege zur Bewältigung meiner Probleme erarbeitet.   Wer bereit und gewillt ist, sich wirklich helfen zu lassen, muss für die vielen Therapieangebote der Klinik offen sein und sie annehmen. Diesen Patienten kann ich die MediClin Seepark Klinik Bad Bodenteich uneingeschränkt und aus vollster Überzeugung empfehlen.  Mein Dank geht an meine Therapeutin Frau J., die mir eine große Hilfe war."
MediClin Seepark Klinik,0,"Die Klinik hat sich leider sehr verschlechtert in den letzten Jahren. Beim Reinigungspersonal wird sehr gespart. Die Zimmer und Bäder sowie auch Cafeteria sind sehr schmutzig. Es wird max 2 x die Woche gewischt, und das auch nicht gründlich. Mütter mit Kindern sind hier dermaßen überfordert und können sich im Grunde nicht auf die Reha einlassen. Die Situation im Speisesaal ist eine Katastrophe. Es gibt genug Mütter die die Behandlung dort vorzeitig beenden, weil es einfach für alle zu belastend ist. Das finde ich sehr schade, da die Klinik ja dafür wirbt. Vllt sollten sie ihr Patientenklientwl einschränken."
MediClin Seepark Klinik,6,"Ich habe 6 Wochen in dieser Klinik verbracht und mir hat es sehr geholfen - sowohl die Therapeuten, als auch die Ärzte und das Service-Team waren immer ansprechbar, wenn notwendig, immer freundlich und aus meiner Sicht sehr kompetent. Voraussetzung für eine erfolgreiche Behandlung ist natürlich, dass man sich darauf einlässt und öffnet. Die Zimmer im Haus 1 sind modern eingerichtet und großzügig vom Platz. Das Essen war abwechslungsreich und mit der Sport-Abteilung, einem kleinen Schwimmbad, einer wirklich schönen Sauna, dem Waldfreibad und einem vielfältigen Freizeit-Programm war für alles gesorgt."
